Sensors & Software Inc - Pavement Density Profiler,
Line Name,Line1
Date,"18/06/2020, 16:05:56"
Application Version,V1 R3 921
Unit Serial Number,E001-0000-0003
Height (cm),50
Maximum Density (g/cm^3),2.38
A,1.08
B,-0.211
C,0.0063
Collection Mode,Profile
Trigger Mode,Free
Free Run Interval (s),0.10000000000000001
Step Size (m),
Odometer Calibration,
Line Description,test1

































Trace Number,Position (m),Reflection Coefficient,K_r,Bulk Density (g/cm^3),Relative Density (%),Air Void Content (%),Time of Day (seconds after midnight),Status,Flag,Latitude (deg),Longitude (deg),Elevation (m),Easting,Northing,UTM Zone
905,,-0.052484,1.201862,0.391493,16.45,83.55,58048.861925999998,0,0,,,,,,
906,,-0.052509,1.201967,0.391542,16.45,83.55,58049.136791999998,0,0,,,,,,
907,,-0.132111,1.605637,0.577263,24.25,75.75,58049.149588,0,0,,,,,,
908,,-0.101210,1.432619,0.498259,20.94,79.06,58049.162424000002,0,0,,,,,,
909,,-0.096338,1.407366,0.486653,20.45,79.55,58049.439307000001,0,0,,,,,,
910,,-0.102175,1.437684,0.500585,21.03,78.97,58049.452073,0,0,,,,,,
911,,-0.107367,1.465294,0.513248,21.57,78.43,58049.464984999999,0,0,,,,,,
912,,-0.115280,1.508562,0.533047,22.40,77.60,58049.754689000001,0,0,,,,,,
913,,-0.139857,1.652746,0.598619,25.15,74.85,58049.767625,0,0,,,,,,
914,,-0.137130,1.635979,0.591026,24.83,75.17,58049.780964999998,0,0,,,,,,
915,,-0.141127,1.660618,0.602181,25.30,74.70,58049.96142,0,0,,,,,,
916,,-0.144071,1.679050,0.610514,25.65,74.35,58049.974882000002,0,0,,,,,,
917,,-0.142090,1.666623,0.604897,25.42,74.58,58049.988581999998,0,0,,,,,,
918,,-0.146879,1.696852,0.618553,25.99,74.01,58050.263647,0,0,,,,,,
919,,-0.049746,1.190228,0.386068,16.22,83.78,58050.277511,0,0,,,,,,
920,,-0.054409,1.210117,0.395340,16.61,83.39,58050.292889999997,0,0,,,,,,
921,,-0.056735,1.220184,0.400028,16.81,83.19,58050.566846000002,0,0,,,,,,
922,,-0.053742,1.207249,0.394003,16.55,83.45,58050.580212000001,0,0,,,,,,
923,,-0.040984,1.153872,0.369088,15.51,84.49,58050.592078000001,0,0,,,,,,
924,,-0.097673,1.414233,0.489811,20.58,79.42,58050.870421,0,0,,,,,,
925,,-0.099548,1.423945,0.494274,20.77,79.23,58050.883621000001,0,0,,,,,,
926,,-0.103091,1.442512,0.502800,21.13,78.87,58050.896664,0,0,,,,,,
927,,-0.105351,1.454501,0.508300,21.36,78.64,58051.179920000002,0,0,,,,,,
928,,-0.109161,1.474971,0.517681,21.75,78.25,58051.192425000001,0,0,,,,,,
929,,-0.118794,1.528253,0.542039,22.77,77.23,58051.205693999997,0,0,,,,,,
930,,-0.140486,1.656640,0.600381,25.23,74.77,58051.469877000003,0,0,,,,,,
931,,-0.142113,1.666767,0.604962,25.42,74.58,58051.483483000004,0,0,,,,,,
932,,-0.141660,1.663942,0.603685,25.36,74.64,58051.513076000003,0,0,,,,,,
933,,-0.147180,1.698770,0.619418,26.03,73.97,58051.772708999997,0,0,,,,,,
934,,-0.049631,1.189745,0.385842,16.21,83.79,58051.785367999997,0,0,,,,,,
935,,-0.053134,1.204643,0.392789,16.50,83.50,58051.798166,0,0,,,,,,
936,,-0.054760,1.211629,0.396044,16.64,83.36,58052.075578999997,0,0,,,,,,
937,,-0.054851,1.212024,0.396228,16.65,83.35,58052.088184,0,0,,,,,,
938,,-0.134804,1.621831,0.584612,24.56,75.44,58052.101260000003,0,0,,,,,,
939,,-0.103776,1.446130,0.504461,21.20,78.80,58052.387248999999,0,0,,,,,,
940,,-0.098150,1.416699,0.490944,20.63,79.37,58052.400052999998,0,0,,,,,,
941,,-0.106089,1.458440,0.510106,21.43,78.57,58052.414183000001,0,0,,,,,,
942,,-0.107609,1.466592,0.513842,21.59,78.41,58052.691178000001,0,0,,,,,,
943,,-0.111082,1.485422,0.522465,21.95,78.05,58052.706124999997,0,0,,,,,,
944,,-0.117330,1.520013,0.538277,22.62,77.38,58052.719730999997,0,0,,,,,,
945,,-0.140971,1.659653,0.601744,25.28,74.72,58052.993059,0,0,,,,,,
946,,-0.138008,1.641352,0.593460,24.94,75.06,58053.005900999997,0,0,,,,,,
947,,-0.142658,1.670174,0.606502,25.48,74.52,58053.018968999997,0,0,,,,,,
948,,-0.143677,1.676570,0.609394,25.60,74.40,58053.295402999996,0,0,,,,,,
949,,-0.145444,1.687724,0.614432,25.82,74.18,58053.307938999998,0,0,,,,,,
950,,-0.054662,1.211207,0.395847,16.63,83.37,58053.320234999999,0,0,,,,,,
951,,-0.057928,1.225380,0.402447,16.91,83.09,58053.659383999999,0,0,,,,,,
952,,-0.135923,1.628620,0.587690,24.69,75.31,58053.672280999999,0,0,,,,,,
953,,-0.110090,1.480015,0.519991,21.85,78.15,58053.686470000001,0,0,,,,,,
954,,-0.095140,1.401238,0.483833,20.33,79.67,58053.917601000001,0,0,,,,,,
955,,-0.100823,1.430594,0.497329,20.90,79.10,58053.930274999999,0,0,,,,,,
956,,-0.103365,1.443959,0.503464,21.15,78.85,58053.943006000001,0,0,,,,,,
957,,-0.104957,1.452399,0.507336,21.32,78.68,58054.217182,0,0,,,,,,
958,,-0.110460,1.482032,0.520914,21.89,78.11,58054.230615,0,0,,,,,,
959,,-0.115036,1.507205,0.532427,22.37,77.63,58054.245491000001,0,0,,,,,,
960,,-0.139450,1.650226,0.597478,25.10,74.90,58054.520979000001,0,0,,,,,,
961,,-0.140575,1.657190,0.600630,25.24,74.76,58054.533578000002,0,0,,,,,,
962,,-0.144078,1.679093,0.610533,25.65,74.35,58054.546753000002,0,0,,,,,,
963,,-0.142607,1.669855,0.606358,25.48,74.52,58054.725010000002,0,0,,,,,,
964,,-0.145230,1.686371,0.613821,25.79,74.21,58054.737819000002,0,0,,,,,,
965,,-0.055450,1.214613,0.397434,16.70,83.30,58054.750569000003,0,0,,,,,,
966,,-0.054562,1.210777,0.395647,16.62,83.38,58055.029225999999,0,0,,,,,,
967,,-0.129758,1.591637,0.570904,23.99,76.01,58055.042182999998,0,0,,,,,,
968,,-0.107321,1.465045,0.513134,21.56,78.44,58055.055775000001,0,0,,,,,,
969,,-0.105167,1.453520,0.507850,21.34,78.66,58055.327217999999,0,0,,,,,,
970,,-0.102405,1.438892,0.501139,21.06,78.94,58055.351591999999,0,0,,,,,,
971,,-0.106621,1.461288,0.511412,21.49,78.51,58055.364613999998,0,0,,,,,,
972,,-0.107759,1.467402,0.514214,21.61,78.39,58055.629626000002,0,0,,,,,,
973,,-0.105133,1.453337,0.507767,21.33,78.67,58055.642288000003,0,0,,,,,,
974,,-0.103327,1.443756,0.503372,21.15,78.85,58055.656240999997,0,0,,,,,,
975,,-0.106620,1.461284,0.511410,21.49,78.51,58055.931516999997,0,0,,,,,,
976,,-0.108456,1.471159,0.515935,21.68,78.32,58055.944175999997,0,0,,,,,,
977,,-0.104234,1.448558,0.505574,21.24,78.76,58055.957544999997,0,0,,,,,,
978,,-0.107651,1.466818,0.513946,21.59,78.41,58056.234050999999,0,0,,,,,,
979,,-0.106596,1.461151,0.511349,21.49,78.51,58056.246727999998,0,0,,,,,,
980,,-0.106555,1.460936,0.511251,21.48,78.52,58056.259839999999,0,0,,,,,,
981,,-0.107056,1.463620,0.512481,21.53,78.47,58056.540660999999,0,0,,,,,,
982,,-0.109334,1.475911,0.518111,21.77,78.23,58056.553819000001,0,0,,,,,,
983,,-0.106951,1.463058,0.512223,21.52,78.48,58056.567260999997,0,0,,,,,,
984,,-0.108439,1.471067,0.515893,21.68,78.32,58056.841031000004,0,0,,,,,,
985,,-0.107336,1.465124,0.513170,21.56,78.44,58056.853876000001,0,0,,,,,,
986,,-0.111557,1.488022,0.523655,22.00,78.00,58056.870763999999,0,0,,,,,,
987,,-0.112162,1.491335,0.525171,22.07,77.93,58057.143723000001,0,0,,,,,,
988,,-0.111246,1.486320,0.522876,21.97,78.03,58057.156553000001,0,0,,,,,,
989,,-0.108591,1.471890,0.516270,21.69,78.31,58057.169416999997,0,0,,,,,,
990,,-0.111319,1.486718,0.523058,21.98,78.02,58057.446558000003,0,0,,,,,,
991,,-0.112142,1.491224,0.525120,22.06,77.94,58057.459589999999,0,0,,,,,,
992,,-0.113210,1.497098,0.527807,22.18,77.82,58057.474595,0,0,,,,,,
993,,-0.110712,1.483402,0.521541,21.91,78.09,58057.751899000003,0,0,,,,,,
994,,-0.113681,1.499700,0.528996,22.23,77.77,58057.765736000001,0,0,,,,,,
995,,-0.124848,1.562878,0.557822,23.44,76.56,58057.778398000002,0,0,,,,,,
996,,-0.113510,1.498754,0.528564,22.21,77.79,58058.052655,0,0,,,,,,
997,,-0.128284,1.582938,0.566949,23.82,76.18,58058.066012000003,0,0,,,,,,
998,,-0.113219,1.497150,0.527830,22.18,77.82,58058.080823999997,0,0,,,,,,
999,,-0.111332,1.486787,0.523090,21.98,78.02,58058.355307999998,0,0,,,,,,
1000,,-0.114078,1.501892,0.529998,22.27,77.73,58058.368135999997,0,0,,,,,,
1001,,-0.111987,1.490378,0.524733,22.05,77.95,58058.380820999999,0,0,,,,,,
1002,,-0.111610,1.488311,0.523787,22.01,77.99,58058.657541,0,0,,,,,,
1003,,-0.127042,1.575654,0.563637,23.68,76.32,58058.670165000003,0,0,,,,,,
1004,,-0.110355,1.481459,0.520651,21.88,78.12,58058.682698999997,0,0,,,,,,
1005,,-0.130833,1.598012,0.573801,24.11,75.89,58058.965881999997,0,0,,,,,,
1006,,-0.036572,1.136053,0.360752,15.16,84.84,58058.978644000003,0,0,,,,,,
1007,,-0.129519,1.590219,0.570260,23.96,76.04,58058.991275,0,0,,,,,,
1008,,-0.132745,1.609432,0.578986,24.33,75.67,58059.280058999997,0,0,,,,,,
1009,,-0.128600,1.584798,0.567795,23.86,76.14,58059.294471000001,0,0,,,,,,
1010,,-0.129560,1.590461,0.570370,23.97,76.03,58059.307350000003,0,0,,,,,,
1011,,-0.131749,1.603472,0.576280,24.21,75.79,58059.585615999997,0,0,,,,,,
1012,,-0.135079,1.623499,0.585368,24.60,75.40,58059.598522,0,0,,,,,,
1013,,-0.136334,1.631123,0.588825,24.74,75.26,58059.662297000003,0,0,,,,,,
1014,,-0.046592,1.176991,0.379890,15.96,84.04,58059.791892000001,0,0,,,,,,
1015,,-0.051860,1.199197,0.390250,16.40,83.60,58059.80485,0,0,,,,,,
1016,,-0.051384,1.197174,0.389307,16.36,83.64,58059.818378999997,0,0,,,,,,
1017,,-0.051467,1.197526,0.389471,16.36,83.64,58060.096396000001,0,0,,,,,,
1018,,-0.052255,1.200882,0.391036,16.43,83.57,58060.109357000001,0,0,,,,,,
1019,,-0.049340,1.188515,0.385269,16.19,83.81,58060.123420000004,0,0,,,,,,
1020,,-0.050619,1.193923,0.387791,16.29,83.71,58060.403968999999,0,0,,,,,,
1021,,-0.049780,1.190372,0.386135,16.22,83.78,58060.416859999998,0,0,,,,,,
1022,,-0.052775,1.203104,0.392072,16.47,83.53,58060.430076999997,0,0,,,,,,
1023,,-0.053335,1.205504,0.393190,16.52,83.48,58060.712693000001,0,0,,,,,,
1024,,-0.054333,1.209792,0.395188,16.60,83.40,58060.748405999999,0,0,,,,,,
1025,,-0.058721,1.228852,0.404063,16.98,83.02,58060.761195999999,0,0,,,,,,
1026,,-0.059844,1.233788,0.406359,17.07,82.93,58061.013071000001,0,0,,,,,,
1027,,-0.063123,1.248325,0.413119,17.36,82.64,58061.026055000002,0,0,,,,,,
1028,,-0.064489,1.254442,0.415961,17.48,82.52,58061.043694,0,0,,,,,,
1029,,-0.062451,1.245329,0.411726,17.30,82.70,58061.315255000001,0,0,,,,,,
1030,,-0.065128,1.257313,0.417295,17.53,82.47,58061.328119999998,0,0,,,,,,
1031,,-0.064960,1.256558,0.416944,17.52,82.48,58061.618706000001,0,0,,,,,,
1032,,-0.066917,1.265399,0.421049,17.69,82.31,58061.631863000002,0,0,,,,,,
1033,,-0.066084,1.261626,0.419297,17.62,82.38,58061.645352,0,0,,,,,,
1034,,-0.066292,1.262566,0.419734,17.64,82.36,58061.931341000003,0,0,,,,,,
1035,,-0.067761,1.269231,0.422828,17.77,82.23,58061.944911999999,0,0,,,,,,
1036,,-0.061136,1.239493,0.409013,17.19,82.81,58061.957726000001,0,0,,,,,,
1037,,-0.041449,1.155770,0.369975,15.55,84.45,58062.246247000003,0,0,,,,,,
1038,,-0.102280,1.438237,0.500839,21.04,78.96,58062.261616999996,0,0,,,,,,
1039,,-0.136557,1.632481,0.589441,24.77,75.23,58062.287859999997,0,0,,,,,,
1040,,-0.146707,1.695753,0.618057,25.97,74.03,58062.547546000002,0,0,,,,,,
1041,,-0.137432,1.637825,0.591862,24.87,75.13,58062.560717,0,0,,,,,,
1042,,-0.108152,1.469517,0.515183,21.65,78.35,58062.573418,0,0,,,,,,
1043,,-0.102650,1.440182,0.501731,21.08,78.92,58062.850195999999,0,0,,,,,,
1044,,-0.100510,1.428960,0.496579,20.86,79.14,58062.863559999998,0,0,,,,,,
1045,,-0.097720,1.414477,0.489923,20.59,79.41,58062.876714999999,0,0,,,,,,
1046,,-0.102286,1.438268,0.500852,21.04,78.96,58063.152124,0,0,,,,,,
1047,,-0.101495,1.434111,0.498944,20.96,79.04,58063.165220000003,0,0,,,,,,
1048,,-0.095399,1.402560,0.484442,20.35,79.65,58063.177812000002,0,0,,,,,,
1049,,-0.093767,1.394251,0.480618,20.19,79.81,58063.365666999998,0,0,,,,,,
1050,,-0.096279,1.407062,0.486513,20.44,79.56,58063.378521999999,0,0,,,,,,
1051,,-0.103306,1.443644,0.503320,21.15,78.85,58063.391194000003,0,0,,,,,,
1052,,-0.105569,1.455661,0.508832,21.38,78.62,58063.662763,0,0,,,,,,
1053,,-0.104946,1.452341,0.507310,21.32,78.68,58063.677007999999,0,0,,,,,,
1054,,-0.106924,1.462914,0.512157,21.52,78.48,58063.690897,0,0,,,,,,
1055,,-0.036581,1.136091,0.360769,15.16,84.84,58063.964846000003,0,0,,,,,,
1056,,-0.045079,1.170704,0.376954,15.84,84.16,58063.978225999999,0,0,,,,,,
1057,,-0.045492,1.172413,0.377752,15.87,84.13,58063.990690999999,0,0,,,,,,
1058,,-0.050880,1.195032,0.388308,16.32,83.68,58064.267488999998,0,0,,,,,,
1059,,-0.049010,1.187124,0.384619,16.16,83.84,58064.280901999999,0,0,,,,,,
1060,,-0.049408,1.188802,0.385402,16.19,83.81,58064.293614000002,0,0,,,,,,
1061,,-0.050123,1.191825,0.386812,16.25,83.75,58064.589476000001,0,0,,,,,,
1062,,-0.050564,1.193691,0.387683,16.29,83.71,58064.602208999997,0,0,,,,,,
1063,,-0.051068,1.195828,0.388679,16.33,83.67,58064.615335000002,0,0,,,,,,
1064,,-0.047754,1.181848,0.382158,16.06,83.94,58064.89028,0,0,,,,,,
1065,,-0.051194,1.196364,0.388930,16.34,83.66,58064.913591999997,0,0,,,,,,
1066,,-0.050711,1.194316,0.387974,16.30,83.70,58064.926008000002,0,0,,,,,,
1067,,-0.049802,1.190467,0.386179,16.23,83.77,58065.194437999999,0,0,,,,,,
1068,,-0.049008,1.187119,0.384617,16.16,83.84,58065.207071999997,0,0,,,,,,
1069,,-0.050347,1.192772,0.387254,16.27,83.73,58065.232209000002,0,0,,,,,,
1070,,-0.049048,1.187286,0.384695,16.16,83.84,58065.500623,0,0,,,,,,
1071,,-0.050076,1.191627,0.386720,16.25,83.75,58065.513094000002,0,0,,,,,,
1072,,-0.051066,1.195823,0.388677,16.33,83.67,58065.525496000002,0,0,,,,,,
1073,,-0.046365,1.176044,0.379448,15.94,84.06,58065.804257000003,0,0,,,,,,
1074,,-0.049217,1.187996,0.385026,16.18,83.82,58065.816815999999,0,0,,,,,,
1075,,-0.049191,1.187890,0.384977,16.18,83.82,58065.829102000003,0,0,,,,,,
1076,,-0.049204,1.187943,0.385002,16.18,83.82,58066.116889999998,0,0,,,,,,
1077,,-0.048866,1.186519,0.384337,16.15,83.85,58066.129710000001,0,0,,,,,,
1078,,-0.051128,1.196083,0.388798,16.34,83.66,58066.142110000001,0,0,,,,,,
1079,,-0.051452,1.197461,0.389441,16.36,83.64,58066.419543000004,0,0,,,,,,
1080,,-0.048921,1.186750,0.384445,16.15,83.85,58066.437105999998,0,0,,,,,,
1081,,-0.045969,1.174399,0.378680,15.91,84.09,58066.449922,0,0,,,,,,
1082,,-0.032331,1.119224,0.352870,14.83,85.17,58066.721156,0,0,,,,,,
1083,,-0.098808,1.420107,0.492511,20.69,79.31,58066.733898999999,0,0,,,,,,
1084,,-0.139967,1.653421,0.598925,25.16,74.84,58066.746694000001,0,0,,,,,,
1085,,-0.144282,1.680377,0.611114,25.68,74.32,58067.023566999997,0,0,,,,,,
1086,,-0.137069,1.635604,0.590855,24.83,75.17,58067.036200000002,0,0,,,,,,
1087,,-0.097717,1.414460,0.489915,20.58,79.42,58067.049011000003,0,0,,,,,,
1088,,-0.099792,1.425215,0.494858,20.79,79.21,58067.332592999999,0,0,,,,,,
1089,,-0.045456,1.172266,0.377684,15.87,84.13,58067.345094999997,0,0,,,,,,
1090,,-0.047949,1.182667,0.382540,16.07,83.93,58067.358305000002,0,0,,,,,,
1091,,-0.046641,1.177197,0.379986,15.97,84.03,58067.542357999999,0,0,,,,,,
1092,,-0.044929,1.170082,0.376664,15.83,84.17,58067.555224999996,0,0,,,,,,
1093,,-0.050577,1.193747,0.387709,16.29,83.71,58067.567774000003,0,0,,,,,,
1094,,-0.048880,1.186579,0.384365,16.15,83.85,58067.852271999996,0,0,,,,,,
1095,,-0.049113,1.187557,0.384822,16.17,83.83,58067.866091000004,0,0,,,,,,
1096,,-0.047844,1.182225,0.382333,16.06,83.94,58067.878777999998,0,0,,,,,,
1097,,-0.049509,1.189230,0.385602,16.20,83.80,58068.158643000002,0,0,,,,,,
1098,,-0.049153,1.187726,0.384900,16.17,83.83,58068.171295,0,0,,,,,,
1099,,-0.048193,1.183691,0.383018,16.09,83.91,58068.186236000001,0,0,,,,,,
1100,,-0.050184,1.192082,0.386933,16.26,83.74,58068.474708000002,0,0,,,,,,
1101,,-0.048940,1.186832,0.384483,16.15,83.85,58068.482375,0,0,,,,,,
1102,,-0.047458,1.180609,0.381579,16.03,83.97,58068.490096000001,0,0,,,,,,
1103,,-0.049770,1.190330,0.386115,16.22,83.78,58068.767206999997,0,0,,,,,,
1104,,-0.048214,1.183777,0.383057,16.09,83.91,58068.782463000003,0,0,,,,,,
1105,,-0.048192,1.183685,0.383015,16.09,83.91,58068.795303999999,0,0,,,,,,
1106,,-0.048531,1.185111,0.383680,16.12,83.88,58069.068363999999,0,0,,,,,,
1107,,-0.046289,1.175730,0.379301,15.94,84.06,58069.092417,0,0,,,,,,
1108,,-0.032275,1.119004,0.352767,14.82,85.18,58069.105324999997,0,0,,,,,,
1109,,-0.101177,1.432450,0.498181,20.93,79.07,58069.369274999997,0,0,,,,,,
1110,,-0.145517,1.688189,0.614642,25.83,74.17,58069.397535999997,0,0,,,,,,
1111,,-0.143750,1.677028,0.609601,25.61,74.39,58069.410653999999,0,0,,,,,,
1112,,-0.099395,1.423152,0.493910,20.75,79.25,58069.672553999997,0,0,,,,,,
1113,,-0.062171,1.244086,0.411148,17.28,82.72,58069.704458,0,0,,,,,,
1114,,-0.089170,1.371145,0.469972,19.75,80.25,58069.717919000002,0,0,,,,,,
1115,,-0.071603,1.286856,0.431003,18.11,81.89,58069.976624000003,0,0,,,,,,
1116,,-0.061680,1.241904,0.410134,17.23,82.77,58069.999823999999,0,0,,,,,,
1117,,-0.069383,1.276637,0.426264,17.91,82.09,58070.015867000002,0,0,,,,,,
1118,,-0.070781,1.283062,0.429244,18.04,81.96,58070.290513,0,0,,,,,,
1119,,-0.067224,1.266788,0.421694,17.72,82.28,58070.313140999999,0,0,,,,,,
1120,,-0.065333,1.258236,0.417723,17.55,82.45,58070.329341999997,0,0,,,,,,
1121,,-0.066307,1.262635,0.419766,17.64,82.36,58070.620134999997,0,0,,,,,,
1122,,-0.067052,1.266011,0.421333,17.70,82.30,58070.6371,0,0,,,,,,
1123,,-0.062901,1.247334,0.412658,17.34,82.66,58070.649783000001,0,0,,,,,,
1124,,-0.066273,1.262481,0.419694,17.63,82.37,58070.808472999997,0,0,,,,,,
1125,,-0.063124,1.248329,0.413120,17.36,82.64,58070.822851999998,0,0,,,,,,
1126,,-0.066323,1.262707,0.419799,17.64,82.36,58070.839110000001,0,0,,,,,,
1127,,-0.064488,1.254437,0.415958,17.48,82.52,58071.111492000004,0,0,,,,,,
1128,,-0.063494,1.249982,0.413888,17.39,82.61,58071.135854,0,0,,,,,,
1129,,-0.063685,1.250836,0.414285,17.41,82.59,58071.154505999999,0,0,,,,,,
1130,,-0.061175,1.239665,0.409092,17.19,82.81,58071.413832999999,0,0,,,,,,
1131,,-0.060609,1.237163,0.407929,17.14,82.86,58071.427914,0,0,,,,,,
1132,,-0.052013,1.199850,0.390555,16.41,83.59,58071.450900999997,0,0,,,,,,
1133,,-0.096768,1.409574,0.487668,20.49,79.51,58071.719454999999,0,0,,,,,,
1134,,-0.031020,1.114080,0.350459,14.73,85.27,58071.732873000001,0,0,,,,,,
1135,,-0.042281,1.159172,0.371566,15.61,84.39,58071.755327999999,0,0,,,,,,
1136,,-0.138797,1.646203,0.595657,25.03,74.97,58072.027905000003,0,0,,,,,,
1137,,-0.098286,1.417400,0.491266,20.64,79.36,58072.043786000002,0,0,,,,,,
1138,,-0.062842,1.247072,0.412536,17.33,82.67,58072.065390000003,0,0,,,,,,
1139,,-0.072395,1.290522,0.432703,18.18,81.82,58072.330355999999,0,0,,,,,,
1140,,-0.059614,1.232777,0.405889,17.05,82.95,58072.342959000001,0,0,,,,,,
1141,,-0.055098,1.213089,0.396724,16.67,83.33,58072.357008999999,0,0,,,,,,
1142,,-0.048299,1.184135,0.383225,16.10,83.90,58072.635355999999,0,0,,,,,,
1143,,-0.051138,1.196128,0.388819,16.34,83.66,58072.648007000003,0,0,,,,,,
1144,,-0.049721,1.190124,0.386019,16.22,83.78,58072.671325000003,0,0,,,,,,
1145,,-0.050810,1.194735,0.388170,16.31,83.69,58072.939137000001,0,0,,,,,,
1146,,-0.049888,1.190828,0.386348,16.23,83.77,58072.953004000003,0,0,,,,,,
1147,,-0.051100,1.195966,0.388744,16.33,83.67,58072.965800999998,0,0,,,,,,
1148,,-0.049429,1.188893,0.385445,16.20,83.80,58073.253051,0,0,,,,,,
1149,,-0.048475,1.184875,0.383570,16.12,83.88,58073.265850999996,0,0,,,,,,
1150,,-0.050270,1.192448,0.387103,16.26,83.74,58073.288571999998,0,0,,,,,,
1151,,-0.050517,1.193494,0.387591,16.29,83.71,58073.562618000004,0,0,,,,,,
1152,,-0.050418,1.193071,0.387394,16.28,83.72,58073.577013000002,0,0,,,,,,
1153,,-0.050200,1.192150,0.386964,16.26,83.74,58073.598482000001,0,0,,,,,,
1154,,-0.051969,1.199663,0.390467,16.41,83.59,58073.865668999999,0,0,,,,,,
1155,,-0.050731,1.194398,0.388013,16.30,83.70,58073.878301999997,0,0,,,,,,
1156,,-0.053285,1.205291,0.393091,16.52,83.48,58073.891134999998,0,0,,,,,,
1157,,-0.051742,1.198697,0.390017,16.39,83.61,58074.169798000003,0,0,,,,,,
1158,,-0.050517,1.193494,0.387591,16.29,83.71,58074.182405,0,0,,,,,,
1159,,-0.052702,1.202791,0.391926,16.47,83.53,58074.196584999998,0,0,,,,,,
1160,,-0.047928,1.182579,0.382499,16.07,83.93,58074.474148000001,0,0,,,,,,
1161,,-0.099299,1.422650,0.493680,20.74,79.26,58074.486900999997,0,0,,,,,,
1162,,-0.029118,1.106667,0.346983,14.58,85.42,58074.500510999998,0,0,,,,,,
1163,,-0.143470,1.675265,0.608804,25.58,74.42,58074.791818999998,0,0,,,,,,
1164,,-0.039190,1.146591,0.365683,15.36,84.64,58074.805414000002,0,0,,,,,,
1165,,-0.105371,1.454607,0.508349,21.36,78.64,58074.831467000004,0,0,,,,,,
1166,,-0.062520,1.245636,0.411869,17.31,82.69,58074.999480999999,0,0,,,,,,
1167,,-0.076180,1.308223,0.440902,18.53,81.47,58075.023199000003,0,0,,,,,,
1168,,-0.065866,1.260639,0.418839,17.60,82.40,58075.038823000003,0,0,,,,,,
1169,,-0.056151,1.217645,0.398846,16.76,83.24,58075.299316999997,0,0,,,,,,
1170,,-0.057262,1.222478,0.401096,16.85,83.15,58075.312472999998,0,0,,,,,,
1171,,-0.060109,1.234956,0.406902,17.10,82.90,58075.34029,0,0,,,,,,
1172,,-0.056136,1.217580,0.398816,16.76,83.24,58075.601923000002,0,0,,,,,,
1173,,-0.050805,1.194713,0.388159,16.31,83.69,58075.615448999997,0,0,,,,,,
1174,,-0.049667,1.189898,0.385914,16.21,83.79,58075.628377000001,0,0,,,,,,
1175,,-0.050364,1.192842,0.387287,16.27,83.73,58075.904043000002,0,0,,,,,,
1176,,-0.044921,1.170047,0.376647,15.83,84.17,58075.916643999997,0,0,,,,,,
1177,,-0.039130,1.146346,0.365568,15.36,84.64,58075.928823000002,0,0,,,,,,
1178,,-0.099878,1.425663,0.495064,20.80,79.20,58076.217316000002,0,0,,,,,,
1179,,-0.102525,1.439528,0.501431,21.07,78.93,58076.229884,0,0,,,,,,
1180,,-0.120305,1.536811,0.545943,22.94,77.06,58076.534112000001,0,0,,,,,,
1181,,-0.117244,1.519529,0.538056,22.61,77.39,58076.547466999997,0,0,,,,,,
1182,,-0.101448,1.433867,0.498832,20.96,79.04,58076.573770000003,0,0,,,,,,
1183,,-0.099985,1.426221,0.495320,20.81,79.19,58076.834448000001,0,0,,,,,,
1184,,-0.110565,1.482602,0.521175,21.90,78.10,58076.847804999998,0,0,,,,,,
1185,,-0.103148,1.442812,0.502938,21.13,78.87,58076.864356999999,0,0,,,,,,
1186,,-0.097814,1.414962,0.490146,20.59,79.41,58077.137180999998,0,0,,,,,,
1187,,-0.097299,1.412305,0.488924,20.54,79.46,58077.149975,0,0,,,,,,
1188,,-0.097950,1.415666,0.490470,20.61,79.39,58077.162808000001,0,0,,,,,,
1189,,-0.096922,1.410367,0.488033,20.51,79.49,58077.439430999999,0,0,,,,,,
1190,,-0.096169,1.406502,0.486255,20.43,79.57,58077.452136,0,0,,,,,,
1191,,-0.090342,1.376992,0.472668,19.86,80.14,58077.465358000001,0,0,,,,,,
1192,,-0.100608,1.429472,0.496814,20.87,79.13,58077.752504999997,0,0,,,,,,
1193,,-0.096995,1.410743,0.488206,20.51,79.49,58077.765488999998,0,0,,,,,,
1194,,-0.087138,1.361074,0.465327,19.55,80.45,58077.778307,0,0,,,,,,
1195,,-0.094020,1.395532,0.481207,20.22,79.78,58077.969054000001,0,0,,,,,,
1196,,-0.092203,1.386337,0.476973,20.04,79.96,58077.982901000003,0,0,,,,,,
1197,,-0.094835,1.399681,0.483117,20.30,79.70,58077.999832000001,0,0,,,,,,
1198,,-0.093903,1.394938,0.480934,20.21,79.79,58078.271498000002,0,0,,,,,,
1199,,-0.092774,1.389221,0.478302,20.10,79.90,58078.285304999998,0,0,,,,,,
1200,,-0.092736,1.389030,0.478214,20.09,79.91,58078.299636000003,0,0,,,,,,
1201,,-0.093365,1.392211,0.479678,20.15,79.85,58078.573573000001,0,0,,,,,,
1202,,-0.092603,1.388356,0.477903,20.08,79.92,58078.586411999997,0,0,,,,,,
1203,,-0.091741,1.384009,0.475901,20.00,80.00,58078.599038,0,0,,,,,,
1204,,-0.092815,1.389426,0.478396,20.10,79.90,58078.878456999999,0,0,,,,,,
1205,,-0.093573,1.393265,0.480164,20.17,79.83,58078.891298000002,0,0,,,,,,
